순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
334 ,만추,2011년 2월 17일 목요일,1619000 ,0.0%,6343380900 ,264 ,849635 ,1 ,54 ,한국,"한국,미국,홍콩",(주)에스씨에스엔터테인먼트,씨제이엔터테인먼트,15세이상관람가,멜로/로맨스,김태용,"현빈,탕웨이"
334 ,옵티그래프,,1531500 ,0.0%,1531500 ,264 ,264 ,1 ,9 ,한국,한국,,,,다큐멘터리,이원우,
334 ,자유부인,1956년 6월 9일 토요일,515000 ,0.0%,4875000 ,264 ,2436 ,1 ,9 ,한국,한국,,,청소년관람불가,드라마,한형모,"박암,김정림"
337 ,화녀 '82,1982년 6월 26일 토요일,2090500 ,0.0%,2090500 ,262 ,262 ,1 ,4 ,한국,한국,신한영화(주),,연소자관람불가,"드라마,범죄,스릴러",김기영,"김지미,전무송,나영희,김해숙"
338 ,착한 형수 2,2017년 10월 19일 목요일,1561000 ,0.0%,1561000 ,261 ,261 ,20 ,40 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,"이채담,조용복"
339 ,장수상회,2015년 4월 9일 목요일,1522500 ,0.0%,8740017143 ,260 ,1166229 ,1 ,9 ,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란"
340 ,호우시절,2009년 10월 8일 목요일,1517000 ,0.0%,2141905500 ,259 ,288116 ,1 ,46 ,한국,"한국,중국",판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,허진호,"정우성,고원원,이봉화,이서영,김상호"
341 ,죽은 자와 산 자,,516000 ,0.0%,1400000 ,258 ,700 ,1 ,8 ,한국,한국,,,,드라마,이강천,"신영균,김혜정"
342 ,MSFF2017 절대악몽 2,,1534000 ,0.0%,1534000 ,257 ,257 ,1 ,2 ,한국,한국,,,,"공포(호러),판타지",,
342 ,SIFF2017-경쟁단편 6,,1792600 ,0.0%,1792600 ,257 ,257 ,1 ,3 ,한국,한국,,,,기타,,
344 ,SIFF2017-경쟁단편 3,,1762500 ,0.0%,1762500 ,255 ,255 ,1 ,3 ,한국,한국,,,,기타,,
345 ,12인의 하숙생,1979년 1월 16일 화요일,476000 ,0.0%,2578000 ,250 ,1296 ,1 ,6 ,한국,한국,(주)동아수출공사,,국민학생관람불가,"드라마,멜로/로맨스",석래명,"도금봉,오혜진,유장현,김순철,박원숙,고아라,이영하"
346 ,MSFF2018 절대악몽 1,,1446600 ,0.0%,1446600 ,246 ,246 ,1 ,2 ,한국,한국,,,,"공포(호러),판타지",,
346 ,해운대,2009년 7월 22일 수요일,1257000 ,0.0%,81026991000 ,246 ,11324791 ,2 ,7 ,한국,한국,(주)제이케이필름,씨제이엔터테인먼트,12세이상관람가,"액션,드라마,어드벤처",윤제균,"설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,근휘,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑,지대한,천보근,박영수"
348 ,국가 성생활 관리위원회-무삭제판,2018년 12월 13일 목요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,지산겸,
348 ,김본좌의 야동남녀- 무삭제판,2018년 11월 14일 수요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박은수,
348 ,내 여자의 정사: 감독판,2018년 6월 19일 화요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
348 ,마지막 정사: 여럿이 다같이-무삭제판,2018년 10월 23일 화요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
348 ,맛있는 섹스 누나 친구-감독판,2018년 4월 17일 화요일,1188000 ,0.0%,1188000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
348 ,맛있는 스와핑,2018년 8월 14일 화요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,김종민,
348 ,새 어린 엄마 - 무삭제판,2018년 11월 27일 화요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
348 ,세 번째 엄마 무삭제판,2018년 12월 11일 화요일,1183000 ,0.0%,1183000 ,244 ,244 ,18 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,민이,
348 ,스와핑 민박집,2018년 9월 27일 목요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박은수,"김기수,김윤주"
348 ,아내의 외도: 감독판,2018년 4월 17일 화요일,1188000 ,0.0%,1188000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
348 ,야한 짓: 감독판,2018년 5월 29일 화요일,1187000 ,0.0%,1187000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
348 ,어린 새엄마-무삭제판,2018년 10월 24일 수요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
348 ,완전한 사육: 감금의 미학,2018년 10월 11일 목요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이동현,이채담
348 ,음란 조선 기방,2018년 7월 4일 수요일,1183000 ,0.0%,1183000 ,244 ,244 ,10 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
348 ,중독: 관음증-감독판,2018년 5월 29일 화요일,1187000 ,0.0%,1187000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
348 ,향단이 나르샤 감독판,2018년 6월 20일 수요일,1183000 ,0.0%,1183000 ,244 ,244 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이동현,
364 ,두번째 엄마2-무삭제판,2018년 11월 20일 화요일,1178000 ,0.0%,1178000 ,243 ,243 ,18 ,19 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
364 ,새 엄마의 선물 떡 - 무삭제판,2018년 11월 20일 화요일,1178000 ,0.0%,1178000 ,243 ,243 ,18 ,19 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
364 ,새로운 엄마친구-무삭제판,2018년 11월 20일 화요일,1178000 ,0.0%,1178000 ,243 ,243 ,18 ,19 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,민이,
364 ,아 백범 김구선생,,486000 ,0.0%,3458000 ,243 ,1738 ,1 ,6 ,한국,한국,,,,사극,전창근,"전창근,조미령,황정순,황해,윤일봉"
368 ,호스트 네이션,,1214000 ,0.0%,1214000 ,241 ,241 ,1 ,5 ,한국,한국,,,,다큐멘터리,이고운,
369 ,내 엄마의 친구,2018년 5월 17일 목요일,1292000 ,0.0%,1292000 ,239 ,239 ,20 ,20 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진명,김현진
369 ,야한 정사의 맛 - 무삭제판,2018년 11월 7일 수요일,1178000 ,0.0%,1178000 ,239 ,239 ,15 ,15 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
369 ,착한 장모,2018년 7월 9일 월요일,1292000 ,0.0%,1292000 ,239 ,239 ,20 ,20 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진명,
372 ,3월 단편 상상극장-이주영!,,1902400 ,0.0%,1902400 ,238 ,238 ,1 ,5 ,한국,한국,,,,기타,"박지인,김현준",
373 ,caff 단편경쟁 1,,1180000 ,0.0%,1180000 ,236 ,236 ,1 ,2 ,한국,한국,,,,기타,,
373 ,caff 단편경쟁 2,,1180000 ,0.0%,1180000 ,236 ,236 ,1 ,2 ,한국,한국,,,,기타,,
373 ,겨울밤에,,1507400 ,0.0%,1507400 ,236 ,236 ,1 ,8 ,한국,한국,,,,드라마,장우진,서영화
376 ,국내단편2: 깊은 밤을 날아서,,1643000 ,0.0%,1643000 ,235 ,235 ,1 ,3 ,한국,한국,,,,기타,,
377 ,[인디포럼2017]신작전02 내 사랑은 어디에,,1323000 ,0.0%,1323000 ,234 ,234 ,1 ,2 ,한국,한국,,,,기타,,
377 ,얼굴이 아니고 마음입니다,1983년 11월 19일 토요일,468000 ,0.0%,2835000 ,234 ,1426 ,1 ,8 ,한국,한국,(주)동아수출공사,,국민학생관람불가,"드라마,코미디",이형표,"김지영,원미경,최재호,지영경,이주일"
379 ,산딸기 6,1994년 7월 16일 토요일,464000 ,0.0%,464000 ,232 ,232 ,1 ,11 ,한국,한국,(주)서강기획,,연소자관람불가,"멜로/로맨스,성인물(에로)",김수형,"이영욱,강혜지"
380 ,CaFF 2018 단편경쟁 1,,1150000 ,0.0%,1150000 ,230 ,230 ,1 ,2 ,한국,한국,,,,기타,,
380 ,CaFF 2018 단편경쟁 3,,1150000 ,0.0%,1150000 ,230 ,230 ,1 ,2 ,한국,한국,,,,기타,,
380 ,SIFF2018-경쟁단편 2,,1577500 ,0.0%,1577500 ,230 ,230 ,1 ,3 ,한국,한국,,,,기타,,
380 ,SISFF 2017 가족의 발견,,1150000 ,0.0%,1150000 ,230 ,230 ,1 ,2 ,한국,한국,,,,기타,,
380 ,caff 단편경쟁 3,,1150000 ,0.0%,1150000 ,230 ,230 ,1 ,2 ,한국,한국,,,,기타,,
380 ,여선생,2017년 9월 21일 목요일,1212000 ,0.0%,1212000 ,230 ,230 ,20 ,20 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,
380 ,연가시,2012년 7월 5일 목요일,1150000 ,0.0%,32176550664 ,230 ,4516063 ,1 ,4 ,한국,한국,(주)오죤필름,씨제이이앤엠(주),15세이상관람가,"공포(호러),SF",박정우,"김명민,강지원,문정희,김동완,이하늬,강신일,최일화,이행춘,장형원,정경임,최동헌,김상오,최정수,박유정,황경호,이민수,이은채,박종원,박진영,서병덕,송광주,신상열,안용우,이나연,이동하,이주원,송영창,조덕현,최정우,전국환"
380 ,타워,2012년 12월 25일 화요일,1150000 ,0.0%,37656008000 ,230 ,5181244 ,1 ,4 ,한국,한국,"씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,드라마,김지훈,"설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실"
388 ,SISFF 2017 노년의 초상,,1145000 ,0.0%,1145000 ,229 ,229 ,1 ,2 ,한국,한국,,,,기타,,
389 ,미워도 다시 한번 3,1970년 1월 1일 목요일,452000 ,0.0%,4180000 ,226 ,2090 ,1 ,15 ,한국,한국,파라마운트 픽쳐스,,12세이상관람가,"드라마,멜로/로맨스",정소영,"문희,김정훈,신영균"
390 ,SIDOF2018_명호/통금/페미니스트와 휴머니스트,,1125000 ,0.0%,1125000 ,225 ,225 ,1 ,2 ,한국,한국,,,,다큐멘터리,"김샛별,김윤정,김소람,김고은",
390 ,SIFF2018-통일기획전 1,,1563800 ,0.0%,1563800 ,225 ,225 ,2 ,4 ,한국,한국,,,,드라마,,
392 ,사돈처녀,2018년 12월 14일 금요일,1046000 ,0.0%,1046000 ,223 ,223 ,20 ,20 ,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,"김세희,김지혜"
393 ,7번방의 선물,2013년 1월 23일 수요일,1332000 ,0.0%,91433282670 ,222 ,12811435 ,1 ,2 ,한국,한국,"(주)화인웍스,(주)씨엘엔터테인먼트",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이환경,"류승룡,박신혜,갈소원,정진영,오달수,박원상,김정태,정만식,김기천,장호준,김동민,박수진,박유경,박정배,조덕현,박상면,조재윤,박길수"
393 ,MSFF2018 절대악몽 2,,1324800 ,0.0%,1324800 ,222 ,222 ,1 ,2 ,한국,한국,,,,"공포(호러),판타지",,
393 ,SIFF2018-특별단편 5,,1484000 ,0.0%,1484000 ,222 ,222 ,1 ,2 ,한국,한국,,,,드라마,,
396 ,SIFF2018-경쟁단편 4,,1493700 ,0.0%,1493700 ,219 ,219 ,1 ,3 ,한국,한국,,,,기타,,
397 ,MSFF2018 미래에 관한 단상들 1,,1311000 ,0.0%,1311000 ,218 ,218 ,1 ,2 ,한국,한국,,,,드라마,,
398 ,가현이들,,1137000 ,0.0%,1685000 ,217 ,312 ,1 ,12 ,한국,한국,,,,다큐멘터리,윤가현,
398 ,죽음보다 깊은 잠,1979년 12월 7일 금요일,416000 ,0.0%,1374000 ,217 ,696 ,1 ,6 ,한국,한국,(주)동아수출공사,,국민학생관람불가,"드라마,멜로/로맨스,사극",김호선,"정윤희,이영옥,신광일,박병호"
400 ,2017 중앙영화제 그믐달,,1080000 ,0.0%,1080000 ,216 ,216 ,1 ,2 ,한국,한국,,,,기타,,
400 ,2017 중앙영화제 상현달,,1080000 ,0.0%,1080000 ,216 ,216 ,1 ,2 ,한국,한국,,,,기타,,
400 ,2017 중앙영화제 초승달,,1080000 ,0.0%,1080000 ,216 ,216 ,1 ,2 ,한국,한국,,,,기타,,
400 ,2017 중앙영화제 하현달,,1080000 ,0.0%,1080000 ,216 ,216 ,1 ,2 ,한국,한국,,,,기타,,
400 ,하동채복: 두 사람의 노래,,1080000 ,0.0%,1080000 ,216 ,216 ,1 ,4 ,한국,한국,,,,다큐멘터리,남승석,
405 ,초대남,2017년 5월 23일 화요일,1087000 ,0.0%,1087000 ,215 ,215 ,20 ,20 ,한국,한국,(주)제이디테크,(주)제이디테크,청소년관람불가,멜로/로맨스,강유민,"이은미,한나,조배성,이재현"
406 ,너는 내 운명,1980년 3월 28일 금요일,428000 ,0.0%,2140000 ,214 ,1070 ,1 ,10 ,한국,한국,한림영화,,연소자관람불가,"드라마,멜로/로맨스",정소영,"원미경,이영하,한미영,이종만,윤일봉"
406 ,맛있는 워킹걸,2017년 2월 2일 목요일,940000 ,0.0%,940000 ,214 ,214 ,20 ,91 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,화니,백지훈
408 ,"SIDOF2017_이른 아침의../춤춰브라/HONDA,BEAT",,1063000 ,0.0%,1063000 ,213 ,213 ,1 ,2 ,한국,한국,,,,다큐멘터리,"박정도,이푸른,양주희",
409 ,군함도 감독판,,1050000 ,0.0%,1050000 ,210 ,210 ,1 ,1 ,한국,한국,(주)외유내강,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,소지섭,송중기,이정현,김수안,지웅배"
410 ,SPFF 2018 폐막작(단편 쇼케이스),,1530000 ,0.0%,1530000 ,209 ,209 ,2 ,2 ,한국,한국,,,,드라마,,
410 ,관계의 의미,,1130000 ,0.0%,1130000 ,209 ,209 ,1 ,28 ,한국,한국,,,,기타,,
412 ,MSFF2017 절대악몽 3,,1242000 ,0.0%,1242000 ,208 ,208 ,1 ,2 ,한국,한국,,,,"공포(호러),판타지",,
412 ,SISFF 2017 우리 시대의 영웅,,1040000 ,0.0%,1040000 ,208 ,208 ,1 ,2 ,한국,한국,,,,기타,,
412 ,SISFF 2017 젊은이의 찬가,,1040000 ,0.0%,1040000 ,208 ,208 ,1 ,2 ,한국,한국,,,,기타,,
412 ,잊혀진 이야기,,1112000 ,0.0%,1112000 ,208 ,208 ,1 ,35 ,한국,한국,,,,기타,,
416 ,진짜 진짜 잊지마,1976년 2월 14일 토요일,394000 ,0.0%,394000 ,207 ,207 ,1 ,6 ,한국,한국,(주)동아수출공사,,12세이상관람가,"드라마,멜로/로맨스",문여송,"이덕화,임예진,김윤경,김보연"
417 ,개의 역사,,1196000 ,0.0%,1196000 ,206 ,206 ,2 ,16 ,한국,한국,,,,다큐멘터리,김보람,
417 ,말해의 사계절,,1181500 ,0.0%,1181500 ,206 ,206 ,1 ,6 ,한국,한국,,,,다큐멘터리,허철녕,
419 ,SISFF 2017 관계의 확장,,1018000 ,0.0%,1018000 ,205 ,205 ,1 ,2 ,한국,한국,,,,기타,,
419 ,SISFF 2017 또 다른 내일,,1025000 ,0.0%,1025000 ,205 ,205 ,1 ,2 ,한국,한국,,,,기타,,
419 ,목숨 건 연애,2016년 12월 14일 수요일,1430000 ,0.0%,363098800 ,205 ,48010 ,1 ,4 ,한국,"한국,대만,중국",(주)비에이엔터테인먼트,오퍼스픽쳐스(유),15세이상관람가,"멜로/로맨스,코미디",송민규,"하지원,천정명,진백림,윤소희,오정세,송민정,정다원,정다원,이동욱,이병희,이상미,지동주,최주형,홍주만,권지훈,김용학,김유이"
422 ,젊은엄마네하숙집,2018년 9월 13일 목요일,894000 ,0.0%,894000 ,204 ,204 ,20 ,20 ,한국,한국,(주)로드하우스,(주)로드하우스,청소년관람불가,멜로/로맨스,김종민,이채담
423 ,MSFF2018 전년도수상작 3,,1213400 ,0.0%,1213400 ,203 ,203 ,1 ,2 ,한국,한국,,,,드라마,,
423 ,SIFF2017-선택단편 4,,1407900 ,0.0%,1407900 ,203 ,203 ,1 ,3 ,한국,한국,,,,기타,,
423 ,SIFF2018-경쟁단편 5,,1390000 ,0.0%,1390000 ,203 ,203 ,1 ,3 ,한국,한국,,,,기타,,
423 ,국내단편1: 퀴어 파노라마,,1419000 ,0.0%,1419000 ,203 ,203 ,1 ,3 ,한국,한국,,,,기타,,
423 ,인디피크닉2017-단편5,,1179000 ,0.0%,1179000 ,203 ,203 ,1 ,10 ,한국,한국,,,,기타,"정다희,백종관,김지현,류연수,한정재",
423 ,제15회 아시아나국제단편영화제 국내경쟁 1,,962000 ,0.0%,962000 ,203 ,203 ,1 ,2 ,한국,한국,,,,기타,,
429 ,내 친구의 남편,2017년 4월 11일 화요일,1029000 ,0.0%,1029000 ,202 ,202 ,20 ,20 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",주종백,
430 ,나쁜 엄마,2018년 4월 26일 목요일,1107000 ,0.0%,1107000 ,201 ,201 ,18 ,20 ,한국,한국,(주)투모션,(주)투모션,청소년관람불가,멜로/로맨스,현재훈,
430 ,여고괴담 두번째 이야기,1999년 12월 24일 금요일,1474000 ,0.0%,1504000 ,201 ,206 ,1 ,3 ,한국,한국,(주)씨네이천,,12세관람가,공포(호러),"김태용,민규동","공효진,이영진,박예진,김민선,김규리,오민애"
432 ,SIDOF2018_친구들/불편한영화제/도망치는 것은 비겁하지만 도움이 된다,,1000000 ,0.0%,1000000 ,200 ,200 ,1 ,2 ,한국,한국,,,,다큐멘터리,"김민서,김남주,이성재,허건,박향진",
433 ,예쁜누나,2018년 10월 18일 목요일,876000 ,0.0%,876000 ,198 ,198 ,20 ,20 ,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,"멜로/로맨스,드라마",준세,"도모세,이수,이지연"
434 ,카트,2014년 11월 13일 목요일,1308700 ,0.0%,5929478133 ,197 ,814621 ,1 ,6 ,한국,한국,(주)명필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,부지영,"염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈"
435 ,6월 단편 상상극장-제인팸 앙코르,,1565400 ,0.0%,1565400 ,196 ,196 ,1 ,8 ,한국,한국,,,,기타,,
435 ,초대녀 2,2018년 12월 28일 금요일,1424000 ,0.0%,1424000 ,196 ,196 ,20 ,22 ,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,김소희
437 ,MSFF2018 전년도수상작 1,,1161600 ,0.0%,1161600 ,194 ,194 ,1 ,2 ,한국,한국,,,,드라마,,
437 ,젊은 형수: 참을 수 없는 맛-감독판,2017년 9월 11일 월요일,1047000 ,0.0%,1047000 ,194 ,194 ,19 ,23 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"드라마,멜로/로맨스",박은수,
439 ,제11회 대단한단편영화제 단편 초청 섹션 2,,1536000 ,0.0%,1536000 ,192 ,192 ,1 ,3 ,한국,한국,,,,기타,,
440 ,"광해, 왕이 된 남자",2012년 9월 13일 목요일,985000 ,0.0%,88910142769 ,190 ,12323745 ,1 ,9 ,한국,한국,"리얼라이즈픽쳐스(주),씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,"사극,드라마",추창민,"이병헌,류승룡,한효주,장광,김인권,심은경,김명곤,서진원,장재현,정창국,조혜정,김남준,이수용,박윤호,김지수,박민규,박지아,송미정,양준모,원동연,김종구,주영호,이엘,전배수,이란희,최욱,이봉련"
440 ,어린 처제,2018년 5월 4일 금요일,1050000 ,0.0%,1050000 ,190 ,190 ,20 ,21 ,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
442 ,SIFF2018-경쟁단편 1,,1298300 ,0.0%,1298300 ,189 ,189 ,1 ,3 ,한국,한국,,,,기타,,
442 ,SIFF2018-선택단편 3,,1265200 ,0.0%,1265200 ,189 ,189 ,1 ,3 ,한국,한국,,,,드라마,,
442 ,아내의 동영상,2017년 4월 27일 목요일,955000 ,0.0%,955000 ,189 ,189 ,20 ,24 ,한국,한국,제이프러스미디어,제이프러스미디어,청소년관람불가,멜로/로맨스,강명진,박주빈
445 ,2018 중앙영화제 아침,,940000 ,0.0%,940000 ,188 ,188 ,1 ,2 ,한국,한국,,,,기타,,
445 ,2018 중앙영화제 일몰,,940000 ,0.0%,940000 ,188 ,188 ,1 ,2 ,한국,한국,,,,기타,,
445 ,2018 중앙영화제 저녁,,940000 ,0.0%,940000 ,188 ,188 ,1 ,2 ,한국,한국,,,,기타,,
445 ,SIFF2018-경쟁단편 3,,1279200 ,0.0%,1279200 ,188 ,188 ,1 ,3 ,한국,한국,,,,기타,,
445 ,국가대표 2,2016년 8월 10일 수요일,1128000 ,0.0%,5483360042 ,188 ,710117 ,1 ,2 ,한국,한국,케이엠컬쳐㈜,메가박스중앙(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화,함지후,곽지유,이봉련"
445 ,여동생 커플 훔쳐보기,2018년 4월 19일 목요일,1065000 ,0.0%,1065000 ,188 ,188 ,20 ,20 ,한국,한국,(주)로이테미디어,(주)로이테미디어,청소년관람불가,"멜로/로맨스,드라마",왕지방,이수
445 ,인디애니페스트2017 새벽비행1,,723000 ,0.0%,723000 ,188 ,188 ,1 ,2 ,한국,한국,,,,애니메이션,,
